case_id,run_id,status,load_multiplier_pu,current_A,oil_temperature_C,air_temperature_C,contact_resistance_multiplier_pu,Tmax_global_C,Tmax_conductor_C,Tmax_RIP_C,Tmax_contact_C,Tmax_silicone_C,Tmax_flange_C,Emax_global_V_per_m,Emax_RIP_V_per_m,Emax_RIP_probe_excluding_edges_V_per_m,E95_RIP_V_per_m,Qjoule_conductor_W,Qcontact_W,Qdielectric_RIP_field_W,Qdielectric_RIP_ref_W,Qdielectric_ratio_field_to_ref,Qtotal_W,heat_balance_status,heat_balance_residual_percent,field_singularity_flag,dielectric_loss_review_required,thermal_warning,thermal_risk,risk_zone,contact_risk_zone,note
RUN010_CASE_113,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,85.000000,25.000000,20.000000,88.6792324,82.9296105,88.6792324,83.4105771,60.3163663,47.9762197,45634515.2,45634515.2,45634515.2,13106429.4,35.8137122,31.2500000,28.0485376,2.54518841,11.0202205,95.1122497,VALID_STRICT,-2.20637445,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_114,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,85.000000,25.000000,20.000000,104.997613,100.848950,100.956951,101.588516,63.8410183,49.2398809,45634515.2,45634515.2,45634515.2,13106429.4,53.2972934,45.0000000,28.0485376,2.54518841,11.0202205,126.345831,VALID_STRICT,-2.17522442,false,true,false,false,safe,contact_attention,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_115,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,85.000000,25.000000,20.000000,128.842373,122.817738,122.978684,123.877275,71.5047416,50.7941034,45634515.2,45634515.2,45634515.2,13106429.4,75.4316058,61.2500000,28.0485376,2.54518841,11.0202205,164.730143,VALID_STRICT,-2.15194247,false,true,false,false,attention,contact_warning,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_116,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,95.000000,25.000000,20.000000,99.0592104,77.6850906,99.0592104,60.7761420,59.4486801,49.3311202,45634515.2,45634515.2,45634515.2,13106429.4,12.4689014,11.2500000,28.0485376,2.54518841,11.0202205,51.7674389,VALID_STRICT,-2.49338045,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_117,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,95.000000,25.000000,20.000000,99.1303925,80.1362502,99.1303925,71.7824916,61.5435721,50.0963824,45634515.2,45634515.2,45634515.2,13106429.4,22.6300680,20.0000000,28.0485376,2.54518841,11.0202205,70.6786055,VALID_STRICT,-2.38301013,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_118,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,95.000000,25.000000,20.000000,99.2242482,85.7994687,99.2242482,86.2723658,64.3261764,51.1058933,45634515.2,45634515.2,45634515.2,13106429.4,36.3139990,31.2500000,28.0485376,2.54518841,11.0202205,95.6125366,VALID_STRICT,-2.30335148,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_119,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,95.000000,25.000000,20.000000,107.961699,103.790701,103.894359,104.522959,67.8668764,52.3805983,45634515.2,45634515.2,45634515.2,13106429.4,54.0275373,45.0000000,28.0485376,2.54518841,11.0202205,127.076075,VALID_STRICT,-2.24642517,false,true,false,false,safe,contact_attention,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_120,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_THERMAL_WARNING,1.400000,1750.00000,95.000000,25.000000,20.000000,131.908286,125.848193,126.004842,126.901379,72.9815872,53.9482391,45634515.2,45634515.2,45634515.2,13106429.4,76.4419396,61.2500000,28.0485376,2.54518841,11.0202205,165.740477,VALID_STRICT,-2.20493718,false,true,true,false,warning,contact_warning,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_121,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,105.000000,25.000000,20.000000,109.602621,84.1949272,109.602621,63.5371695,63.4332633,52.4452091,45634515.2,45634515.2,45634515.2,13106429.4,12.6455675,11.2500000,28.0485376,2.54518841,11.0202205,51.9441051,VALID_STRICT,-2.67770243,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_122,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,105.000000,25.000000,20.000000,109.674499,86.6739470,109.674499,74.5869086,65.5389391,53.2172216,45634515.2,45634515.2,45634515.2,13106429.4,22.9467798,20.0000000,28.0485376,2.54518841,11.0202205,70.9953174,VALID_STRICT,-2.51563462,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_123,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,105.000000,25.000000,20.000000,109.769264,89.9391083,109.769264,89.1341544,68.3372476,54.2355668,45634515.2,45634515.2,45634515.2,13106429.4,36.8142859,31.2500000,28.0485376,2.54518841,11.0202205,96.1128234,VALID_STRICT,-2.39931893,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_124,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,105.000000,25.000000,20.000000,110.925786,106.732453,109.888839,107.457401,71.8968825,55.5213158,45634515.2,45634515.2,45634515.2,13106429.4,54.7577812,45.0000000,28.0485376,2.54518841,11.0202205,127.806319,VALID_STRICT,-2.31681228,false,true,false,false,attention,contact_attention,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_125,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_THERMAL_WARNING,1.400000,1750.00000,105.000000,25.000000,20.000000,134.974199,128.878648,129.030999,129.925482,76.3051583,57.1023747,45634515.2,45634515.2,45634515.2,13106429.4,77.4522735,61.2500000,28.0485376,2.54518841,11.0202205,166.750811,VALID_STRICT,-2.25728970,false,true,true,false,warning,contact_warning,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
